YEAR ,Cross location (ICIS LOCID),CROSS   NO,,FEMALE PARENT,, MALE PARENT ,,REMARKS
,,PR36459,,IR79128A,,IR34686R,,
,,PR36460,,IR79128A,,PSB RC 28,,
,,PR36461,,IR79128A,,IR72868-10-1-3-2,,
,,PR36462,,IR79128A,,IR62037A/93-1-3-1R,,
,,PR36463,,IR79128A,,IR63879-195-2-2-3-2,,
,,PR36464,,IR79128A,,PR28095-18,,
,,PR36465,,IR79128A,,IR71866-3R-1-2-1R,,
,,PR36466,,IR79128A,,PJ 3-5,,
,,PR36467,,IR79128A,,AR32-19-3-3,,
,,PR36468,,IR79128A,,IR71701-28-1-4,,
,,PR36469,,IR79128A,,IR65622-151-1-2-2-2,,
,,PR36470,,IR79128A,,EDR-013-0700,,
,,PR36471,,IR79128A,,IR72860-80-3-3-3,,
,,PR36472,,IR79128A,,PR2087-194-1-2-2-2R,,
,,PR36473,,IR79128A,,IR69726-54-3-1R,,
,,PR36474,,IR79128A,,PR31559-AR-3-2-4-3-2,,
,,PR36475,,IR79128A,,C7861-WH-2-3-1-1,,
,,PR36476,,IR80154A,,IR71701-28-1-4,,
,,PR36477,,IR80154A,,PR25348-1,,
,,PR36478,,IR80154A,,C5520-1-1-3,,
,,PR36479,,IR80154A,,PJ 3-5,,
,,PR36480,,IR80154A,,IR72870-19-2-2-3,,
,,PR36481,,IR80154A,,EDR 013-0700,,
,,PR36482,,IR80154A,,IR65622-151-1-2-2-2R,,
,,PR36483,,IR80154A,,IR72860-80-3-3-3,,
,,PR36484,,IR80154A,,PR24968-2-4-1-1,,
,,PR36485,,IR80154A,,PR2087-194-1-2-2-2,,
,,PR36486,,IR80154A,,PSB RC56,,
,,PR36487,,IR80154A,,IR69726-54-3-1R,,
,,PR36488,,IR80154A,,IR 64,,
,,PR36489,,IR80154A,,PR-C8552-WH-10-3-2,,
,,PR36490,,IR80156A,,PSB RC 54,,
,,PR36491,,IR80156A,,PSB RC92,,
,,PR36492,,IR80156A,,PR30244-AC-9-1,,
,,PR36493,,IR80156A,,IR73012,,
,,PR36494,,IR80156A,,IR73008-136-2-2-3,,
,,PR36495,,IR80156A,,PJ23,,
,,PR36496,,IR80156A,,SMI RB 100,,
,,PR36497,,IR80156A,,IR69726-54-3-1R,,
,,PR36498,,IR80156A,,TCN SMI RB 137,,
,,PR36499,,IR80156A,,WAB 450-24-3-P38-1HB,,
,,PR36500,,IR80156A,,PSB RC 10,,
,,PR36501,,IR80156A,,PSB RC 90,,
,,PR36502,,SL8 ,,,,
,,PR36503,,IR68888A,,IR68440-36-2-2-3,,
,,PR36504,,IR68897A,,IR68440-36-2-2-3,,
,,PR36505,,IR68897A,,IR69745-251-2-2-1R,,
,,PR36506,,IR68888A,,IR72860-80-3-3-3,,
,,PR36507,,IR68888A,,PR29276-14-1,,
,,PR36508,,IR58025A,,PR28318-1-2-11,,
,,PR36509,,IR68897A,,PR28314-2-1,,
,,PR36510,,PR3A,,62951R,,
,,PR36511,,IR80151A,,PR73012-TN-10-16,,
,,PR36512,,IR80151A,,IR69702-5-2-3,,
,,PR36513,,IR80151A,,IR62037-93-1-3-1-1R,,
,,PR36514,,IR80151A,,PR31566(1) 1,,
,,PR36515,,IR80151A,,PSB RC 88,,
,,PR36516,,IR80151A,,IR71866-3R-1-2-1B,,
,,PR36517,,IR80151A,,IR65622-151-1-2-2-2,,
,,PR36518,,IR80151A,,EDR-013-0700,,
,,PR36519,,IR80151A,,TCN-SMI-RB-100,,
,,PR36520,,IR80151A,,IR64880-36-2-2-3,,
,,PR36521,,IR73321A,,PSB RC 10,,
,,PR36522,,IR73321A,,PSB RC 44,,
,,PR36523,,IR73321A,,PR31566(1)1,,
,,PR36524,,IR73321A,,PSB RC 88,,
,,PR36525,,IR73321A,,IR73008-136-2-2-3,,
,,PR36526,,IR73321A,,PJ 15,,
,,PR36527,,IR73321A,,IR62037-93-1-3-1R,,
,,PR36528,,IR73321A,,IR71866-3R-1-2-1B,,
,,PR36529,,IR73321A,,IR72870-19-2-2-3,,
,,PR36530,,IR73321A,,PR33253-B-B,,
,,PR36531,,IR73321A,,WAB 450-11-1,,
,,PR36532,,IR73321A,,IR65622-151-1-2-2-2R,,
,,PR36533,,IR73321A,,R72860-80-3-3-3,,
,,PR36534,,IR73321A,,IR69726-54-3-1R,,
,,PR36535,,IR73321A,,PR-C7353-WH-7-3-3-3-3,,
,,PR36536,,IR79123A,,PSBRC 88,,
,,PR36537,,IR79123A,,PSB RC 90,,
,,PR36538,,IR79123A,,PSB RC 92,,
,,PR36539,,IR79123A,,Angelica,,
,,PR36540,,IR79123A,,IR73718 TN 986,,
,,PR36541,,IR58025A,,PR36248-HY-2-4-4R,,
,,PR36542,,IR79123A,,PJ23,,
,,PR36543,,IR79123A,,IR2909-TN 1004,,
,,PR36544,,IR79123A,,IR69702-5-2-3-HRSP 703,,
,,PR36545,,IR79123A,,IR71604-4-4-1-4-4-4-2-2-2,,
,,PR36546,,IR79123A,,IR7308-136-2-2-3,,
,,PR36547,,IR79123A,,IR72868-10-1-3-2,,
,,PR36548,,IR79123A,,IR62037-93-1-3-1R,,
,,PR36549,,IR79123A,,PR28095-18,,
,,PR36550,,IR79123A,,IR71866-3R-1-2-1B,,
,,PR36551,,IR79123A,,PJ 3-5,,
,,PR36552,,IR79123A,,AR 32-19-3-3,,
,,PR36553,,IR79123A,,RB 92,,
,,PR36554,,IR79123A,,PR2087-194-1-2-2-2,,
,,PR36555,,IR79123A,,PSB RC 56,,
,,PR36556,,PR19 A,,STA MARIA,,
,,PR36557,,IR80156A,,IR65622-151-2-2-2,,
,,PR36558,,IR80156A,,IR64880-36-2-2-3,,
,,PR36559,,IR80156A,,IR71866-3R-1-2-1B,,
,,PR36560,,IR80156A,,PSB Rc52,,
,,PR36561,,IR80156A,,IR62037-93-1-3-1-1,,
,,PR36562,,IR80154A,,PSB Rc88,,
,,PR36563,,IR80154A,,PR31566,,
,,PR36564,,IR80156A,,IR72870-19-2-2-3,,
,,PR36565,,IR79156A,,C7306 WH-P-1-2-2-2-1-1-7,,
,,PR36566,,IR73328A,,PR34142-5-1-3-3,,
,,PR36567,,IR73328A,,PR37266-1-8,,
,,PR36568,,IR73328A,,PR35807-B-9-1,,
,,PR36569,,IR73328A,,PR34627-B-5-3-1-3-1-2,,
,,PR36570,,IR73328A,,C7306 WH-P-1-2-2-2-1-1-7,,
,,PR36571,,IR73328A,,ACLB 114,,
,,PR36572,,IR73328A,,DINORADO ORIGINAL,,
,,PR36573,,IR73328A,,PR35323-B-18-2,,
,,PR36574,,PR19A,,SN 38,,
,,PR36575,,PR2A,,PR35323-B-18-2,,
,,PR36576,,IR58025A,,SN 213(08 DS),,
,,PR36577,,IR58025A,,SN 159(08 DS),,
,,PR36656,,KINANDANG PATONG,,PR27137-CR153,,
,,PR36657,,KINANDANG PATONG,,IR65907-116-1-B,,
,,PR36658,,8601-TR888-2-1-2-1,,PSB Rc4,,
,,PR36659,,86026-TR903-5-1-1,,C6537-56-1,,
,,PR36660,,87020-TR968-1-1-1,,PSB Rc4,,
,,PR36661,,88021-TR1046-2-1-2-1,,C6537-56-1,,
,,PR36662,,89014-TR1134-2-2-3,,PR30218-AS-1-5-6-2,,
,,PR36663,,89021-TR1141-4-1-1-1,,C6537-56-1,,
,,PR36664,,CT6747-8-2-2-2-M-M,,C6070-B-4-1-1-1-1,,
,,PR36665,,CT6747-8-2-2-2-M-M,,PR30218-AS-1-5-6-2,,
,,PR36666,,PR30218-AS-1-5-6-3,,CT 6744-F2-C-8,,
CT 04 WS,,PR36667,,GAUTAM,,IR50,,
,,PR36668,,STEJAREE,,PR30876-15-1-1,,
,,PR36669,,LAHY 1150,,WAT-310-WAS-B-28-8-3-3-1,,
,,PR36670,,SR18518-BF-4-B-12-1-2,,IR72,,
,,PR36671,,NANJING 410,,IR50,,
,,PR36672,,NANJING 70272,,IR73415-49-2-1-3,,
,,PR36673,,OM 987-1,,WAT-316-WAT-B-51-3-5-4-3,,
,,PR36674,,SI-PI  692033,,C6070-B-4-1-1-1-1,,
,,PR36675,,AR32-19-3-3/4/ PR29410-B-5-5,,PJ10/3/PR29386-2-14-1,,
,,PR36676,,PR26383-1-1-20-5-3-2-1,,PR30791-AC-14-4-1-1,,
,,PR36677,,PR26378-17-3-5-6-4-1,,PR26383-4B-1-1-20-5-3-2-1,,
,,PR36678,,PR26378-17-3-5-6-4-1,,PR30791-AC-14-4-1-1,,
,,PR36679,,PR26378-17-3-5-6-4-1,,PSB Rc44,,
,,PR36680,,IR47719-2-2-1-2/PJ9,,PJ2,,
,,PR36681,,IR9202-25-1-3,,PR30791-AC-14-4-1-1,,
,,PR36682,,PR27981-M-1-1-3,,PSB Rc44,,
,,PR36683,,PINIDUA LONG AWN,,IR61608-3B-20-2-2-1-1,,
,,PR36684,,BR1543-9-2-1,,IR71676-90-2-2,,
,,PR36685,,PUTIAN,,IR61608-3B-20-2-2-1-1,,
,,PR36686,,PUTIAN,,IR61336-4B-3-2,,
,,PR36687,,PUTIAN,,IR9202-25-1-3,,
,,PR36688,,AON MU. 31-03WS,,THDB,,
,,PR36689,,PSB Rc18,,IR65907-116-1-B,,
,,PR36690,,PR34054,,IR64,,
,,PR36691,,PR34054,,MATATAG 3,,
,,PR36692,,PSB Rc82,,MATATAG 3,,
,,PR36693,,MATATAG 9,,MAGNOLIA,,
,,PR36694,,MATATAG 9,,JASMINE,,
,,PR36695,,PR29264-AC-47,,MAGNOLIA,,
,,PR36696,,AR32-4-5-2,,BURDAGOL (A),,
,,PR36697,,AR32-4-5-2,,MS 3,,
,,PR36698,,AR32-4-5-2,,MAGNOLIA,,
,,PR36699,,IR66738-118-1-1-25kr,,MATATAG 2,,
IL 04WS,,PR36700,,IR66738-118-1-1-25kr,,IR64,,
,,PR36701,,IR66738-118-1-1-25kr,,AR32-4-5-2,,
,,PR36702,,PJ21,,BURDAGOL,,
,,PR36703,,HJ XIAN,,MATATAG 9,,
IL 04WS,,PR36704,,HJ XIAN,,MAGNOLIA,,
,,PR36705,,HJ XIAN,,JASMINE,,
,,PR36706,,VND 95-19,,PJ21,,
,,PR36707,,VND 95-19,,AR32-19-3-4,,
,,PR36708,,VND 95-19,,MS 3,,
,,PR36709,,MINERVA,,MATATAG 9,,
,,PR36710,,MINERVA,,PJ25,,
,,PR36711,,PJ21,,C6537-56-1,,
,,PR36712,,PJ21,,IR74284-10-1-2-3-2,,
,,PR36713,,PJ21,,C6070-B-4-1-1-1-1,,
,,PR36714,,PJ21,,PR31561-AR32-11-63-3,,
,,PR36715,,PJ21,,PJ27,,
,,PR36716,,PJ21,,ZHONG 99-76,,
,,PR36717,,PJ21,,YN 96-5086,,
,,PR36718,,PJ27,,IR74286-55-2-3-2-3,,
,,PR36719,,PJ27,,AR32-19-3-3,,
,,PR36720,,PJ27,,C6088-B-2-1-3-1,,
,,PR36721,,PJ27,,C6070-B-4-1-1-1-1,,
,,PR36722,,PJ27,,AR32-11-63-3,,
,,PR36723,,ANGELICA,,(IIRON 327A-04WS),,
,,PR36724,,ANGELICA,,(IIRON 204A-04WS),,
,,PR36725,,ANGELICA,,(IIRON 529A-04WS),,
,,PR36726,,M2B,,M2R,,
,,PR36727,,PSB Rc14/BURDAGOL (A),,PSB Rc14/AR32-19-3-3,,
,,PR36728,,JASMINE,,IR70030-1-1-2-3-3,,
,,PR36729,,JASMINE,,IR70030-7-2-2-1-2,,
,,PR36730,,JASMINE,,IR67518-B-11-2-B,,
,,PR36731,,JASMINE,,IR67520-B-5-2-B,,
,,PR36732,,MINERVA,,IR70030-1-1-2-3-3,,
,,PR36733,,MINERVA,,IR70030-7-2-2-1-2,,
,,PR36734,,MINERVA,,IR73018-21-2-B-2-B,,
,,PR36735,,MINERVA,,IR67518-B-11-2-B,,
,,PR36736,,ANGELICA,,IR70030-1-1-2-3-7,,
,,PR36737,,PJ18,,IR70030-7-2-2-1-2,,
,,PR36738,,BURDAGOL (A)/AR32-19-3-4,,PR33311/JAPAYUKI,,
,,PR36739,,BURDAGOL (A)/AR32-19-3-4,,MS HYBRID/IR72659-54,,
,,PR36740,,IR73885,,BURDAGOL (A),,
IL SUB 04WS,,PR36741,,AR32-19-3-3,,MS6,,
,,PR36742,,AR32-19-3-3,,IR FAON 110-04WS,,
,,PR36743,,AR32-19-3-4,,IR FAON 110-04WS,,
,,PR36744,,AR32-19-3-4,,SPSI-7-04WS,,
,,PR36745,,MATATAG 4/MS HYBRID,,IR72659-54-1-1-1 (A),,
,,PR36746,,PJ21,,MAGNOLIA,,
,,PR36747,,IR65907-116-1-B,,MILAGROSA SELN.,,
,,PR36748,,IR72046-B-R-3-2-2-1-2,,MILAGROSA SELN.,,
F1SP 04WS,,PR36749,,IR72046-B-R-3-2-2-1-2,,MS HYBRID,,
,,PR36750,,IR72046-B-R-3-2-2-1-2,,IR73571-3B-3-1,,
,,PR36751,,IR72046-B-R-3-2-2-1-2,,IR75399-2B-4-2-1,,
,,PR36752,,IR73571-3B-3-1,,IR72046-B-R-3-2-2-1-2,,
,,PR36753,,IR73571-3B-3-1,,IR68144,,
,,PR36754,,IR73571-3B-3-1,,IR75399-2B-4-2-1,,
,,PR36755,,IR73571-3B-3-1,,IR75494-11-2-2-3-1-2,,
,,PR36756,,IR73571-3B-3-1,,BURDAGOL (A),,
,,PR36757,,IR73571-3B-3-1,,MINERVA,,
,,PR36758,,IR75399-2B-4-2-1,,IR68144,,
,,PR36759,,IR75399-2B-4-2-1,,IR72046-B-R-3-2-2-1-2,,
,,PR36760,,IR75399-2B-4-2-1,,IR73571-3B-3-1,,
,,PR36761,,IR75399-2B-4-2-1,,MS HYBRID,,
,,PR36762,,IR75494-11-2-2-3-1-2,,JASMINE,,
,,PR36763,,BURDAGOL,,IR72046-B-R-3-2-2-1-2,,
,,PR36764,,BURDAGOL,,IR75494-11-2-2-3-1-2,,
,,PR36765,,BURDAGOL,,MAGNOLIA,,
,,PR36766,,BURDAGOL,,STA MARIA,,
,,PR36767,,BURDAGOL,,B LINE MESTIZO,,
,,PR36768,,BURDAGOL,,MILAGROSA SELN.,,
,,PR36769,,BURDAGOL,,JASMINE,,
,,PR36770,,PSC 23-3,,PSB Rc34,,
,,PR36771,,PSC 23-3,,IR65907-116-1-B,,
,,PR36772,,CRF 2,,DINORADO WHITE,,
,,PR36773,,C6537-56-1,,MS6,,
,,PR36774,,PR31562-PJ27,,MS6,,
,,PR36775,,ANGELICA,,IR841-85 (A),,
,,PR36776,,IR68144,,JASMINE,,
,,PR36777,,DAMA (JAPAYUKI),,BURDAGOL LAGUNA,,
F1SP 04WS,,PR36778,,DAMA (JAPAYUKI),,MTMR,,
,,PR36779,,MILAGROSA,,IR68144,,
,,PR36780,,MILAGROSA,,SPSI 8-04WS,,
,,PR36781,,BUENKITAN,,PR25218-9-3-3-4,,
,,PR36782,,BUENKITAN,,PJG 6-2,,
,,PR36783,,BUENKITAN,,PJG 6-4,,
,,PR36784,,PR25218-9-3-3-4,,BUENKITAN,,
,,PR36785,,PR25218-9-3-3-4,,PR25965-14,,
,,PR36786,,PR25218-9-3-3-4,,PJG 6-1,,
,,PR36787,,PJG 6-4,,PJG 6-1,,
,,PR36788,,BURDAGOL LAGUNA,,JASMINE,,
,,PR36789,,IR67299-44-3-2-2,,IR73885,,
,,PR36790,,IR67299-44-3-2-2,,IR73888,,
,,PR36791,,IR67299-44-3-2-2,,AR32-19-3-3,,
,,PR36792,,IR67299-44-3-2-2,,PR32341-4-4-2-3/IR73885,,
,,PR36793,,IR69853-70-3-1-1,,PR32341-4-4-2-3/IR73885,,
,,PR36794,,IR73885,,AR32-19-3-3,,
,,PR36795,,DL 315-PR1,,IR73885,,
,,PR36796,,DL 315-PR1,,AR32-19-3-3/DL 315-PR1,,
,,PR36797,,IR71606-2-1-1-1-3-3-1-2,,IR71606-2-1-1-1-3-3-1-2,,
,,PR36798,,IR71606-2-1-1-1-3-3-1-2,,AR32-19-3-3,,
,,PR36799,,IR72158-116-6,,DL 315-PR1,,
F1DS 04WS,,PR36800,,IR72158-116-6,,PR32772-2-4,,
,,PR36801,,IR72158-116-6,,PR32771-6-4-2,,
,,PR36802,,IR72967-12-2-3,,IR69800-5-2-3,,
,,PR36803,,IR72967-12-2-3,,AR32-19-3-3,,
,,PR36804,,IR72967-12-2-3,,PR31070-4-1-1-2,,
,,PR36805,,IR72967-12-2-3,,PR32-113-8-1-2,,
,,PR36806,,IR72158-16-3-3-PR1,,IR73885,,
,,PR36807,,IR72158-16-3-3-PR1,,IR73888,,
,,PR36808,,IR72158-16-3-3-PR1,,DL 315-PR1,,
,,PR36809,,IR72158-16-3-3-PR1,,AR32-19-3-3,,
,,PR36810,,IR72158-16-3-3-PR1/AR32-19-3-3,,DL 315-PR1,,
,,PR36811,,AR32-19-3-3,,PR32220-16-1-1-B-1-2,,
,,PR36812,,AR32-19-3-3,,PR31397-36-1,,
,,PR36813,,AR32-19-3-3/PR32341-4-4-2-3,,IR73885,,
,,PR36814,,PR32341-4-4-2-3/IR73885,,AR32-19-3-3,,
F1DS 04WS,,PR36815,,PR32341-4-4-2-3/IR73885,,PR31349-76-3,,
,,PR36816,,PR32341-4-4-2-3/IR73885,,PR32113-8-1-2,,
,,PR36817,,AR32-19-3-3/MATATAG 3,,PR32341-4-4-2-3/IR73885,,
,,PR36818,,AR32-19-3-3/DL 315-PR1,,IR73888-1-2-7,,
,,PR36819,,PSB Rc18,,PR26645,,
,,PR36820,,ANGELICA,,MS14,,
,,PR36821,,PSB Rc18,,SABA,,
,,PR36822,,PSB Rc18,,SUM-OK,,
,,PR36823,,PR34054,,POTPOTOY,,
,,PR36824,,PR34054,,MAKABSOG 1,,
,,PR36825,,PSB Rc4,,OKLAN,,
,,PR36826,,WAGWAG V9-1,,MAKABSOG 2,,
,,PR36827,,WAGWAG V9-1,,OGNA,,
,,PR36828,,BPI Ri10,,PUGOT,,
,,PR36829,,BPI Ri10,,PINIDUA,,
04WS IL,,PR36830,,BPI Ri10,,BINARITOS,,
,,PR36831,,MATATAG 2,,SINANOT,,
,,PR36832,,89023,,TALINO,,
,,PR36833,,PJ22/MATATAG 9,,IR72158-11-5-2-3,,
,,PR36834,,PSB Rc28/IR65907-116-1-B,,PSB Rc14/AR32-19-3-3,,
,,PR36835,,MATATAG 4,,IR65907-116-1-B/MATATAG 5,,
,,PR36836,,MATATAG 3,,IR65907-116-1-B/MS6,,
,,PR36837,,PSB Rc4/BURDAGOL (A),,IR72967-12-2-3/YONG YOU,,
,,PR36838,,MATYATAG 2/PR34591,,PSB Rc1/BURDAGOL (A),,
,,PR36839,,PSB Rc12,,IR67964-46-1-3-2/AR32-19-3-3,,
,,PR36841,,AR32-19-3-3/PR33214,,PSB Rc112/STA MARIA,,
,,PR36842,,AR32-19-3-3/PR33214,,PR34058/PSB Rc18,,
,,PR36843,,AR32-19-3-3/PR33214,,PR33220-MAGNOLIA,,
04WS IL,,PR36844,,PSB Rc74,,IRBB21,,
,,PR36845,,PSB Rc54,,IRBB21,,
,,PR36846,,RIL 224,,IR24,,
,,PR36847,,AR32-2-66-1-1-1,,AR32-2-60-2-3-2,,
,,PR36848,,PSB Rc34,,IRBB21,,
,,PR36849,,AR32-19-7-1-1-3,,AR32-18-31-6-8-2,,
,,PR36850,,Introduce Line from China(PhilScat),,,,
,,PR36851,,PR27197-CR153,,HAWN TONG,,
IL 04WS,,PR36852,,PR24283-2B-46-5-2-1-5-2,,IR59469-B-B-3-2,,
,,PR36853,,IR55275-B-8-1-1-1-3-1,,IR59469-B-B-3-2,,
,,PR36854,,PR29814-B-5-3-1-1-1,,PJ20,,
,,PR36855,,PR29814-B-5-3-1-1-1,,PR28669-2B-7,,
,,PR36856,,PR29814-B-5-3-1-1-1,,PR27955-BN-2-3,,
,,PR36857,,PR29814-B-5-3-1-1-1,,PR30756-2-2,,
,,PR36858,,HEXI 22,,PSB Rc44,,
,,PR36859,,HEXI 22,,PSB Rc92,,
,,PR36860,,PR29081-CT-1-98,,PSB Rc96,,
,,PR36861,,PR27981-M-1-1-3,,PSB Rc44,,
CT 04WS,,PR36862,,PR27981-M-1-1-3,,PSB Rc94,,
,,PR36863,,PR27981-M-1-1-3,,PSB Rc46,,
,,PR36864,,KINTUMAN RED,,PSB Rc92,,
,,PR36865,,KINTUMAN (LA),,PSB Rc94,,
,,PR36866,,PR34058,,RP2167-323-1-2,,
,,PR36867,,PR34058,,PR26675-5B-31-4,,
,,PR36868,,PR34058,,IR63352-AC-202,,
,,PR36869,,PR34058,,IR65046-4B-10-2-2,,
,,PR36870,,PR34058,,CHIANUNG SI PT 661020,,
,,PR36871,,BALAR TINAWON,,PR29814-B-3-1-1,,
,,PR36872,,IR57893-60,,PR26383-4B-1-1-20-5-3-2-1,,
,,PR36873,,GUAPORE,,PR26383-4B-1-1-20-5-3-2-1,,
,,PR36874,,63-83,,NSIC Rc104,,
,,PR36875,,TINAWEN/NANJING 70272//IR73415-49-2-1-3,,PR33217,,
,,PR36876,,PSB Rc18,,PR30971-5B-4-2,,
CT 05DS,,PR36877,,PSB Rc18,,PR34056-B-3-1-1,,
,,PR36878,,PSB Rc18,,PR2546-106-7-1,,
,,PR36879,,PSB Rc34,,IRBB21,,
,,PR36880,,PSB Rc82,,C7006-PR B-6-77,,
,,PR36881,,PSB Rc82,,C7006-PR-B-5-94,,
,,PR36882,,PSB Rc82,,IR72967-94-3-1-1,,
,,PR36883,,PSB Rc82,,IR73435-8-2-2-1,,
,,PR36884,,PSB Rc82,,IR72158-116-6,,
,,PR36885,,PSB Rc82,,C7006-PR-B-5-17-2-17-2,,
,,PR36886,,PR31559-AR32-4-5-2,,PSB Rc14/BURDAGOL (A),,
IL 05DS,,PR36887,,IR65907-116-1-B,,IR64,,
,,PR36888,,PR34056-B-3-1-1,,BURDAGOL (A),,
,,PR36889,,PR31351-7-4-5-4-1-3,,PJ21,,
,,PR36890,,ANGELICA,,JASMINE,,
,,PR36891,,C7006-PR-B-5-13-2,,PR34056-B-3-1-1,,
,,PR36892,,PR31350-6-3-1,,IR65907-116-1-B,,
,,PR36893,,C7313WH-19-3-1-3,,PR30971-5B-4-2,,
,,PR36894,,IR75082-99-10-9-1-B,,IR65907-116-1-B,,
,,PR36895,,PSB Rc14/BURDAGOL (A),,PSB Rc14/BURDAGOL (A),,
,,PR36896,,IR64,,IR66738-118-1-1-25 kn/IR64,,
,,PR36897,,IRBB21,,VNO95-19/JASMINE,,
,,PR36898,,PSB Rc18/IR65907-116-1-B,,AR32-4-5-2,,
,,PR36899,,PR34054/IR64,,PR34054/MATATAG 3,,
,,PR36900,,PR34054/MATATAG 3,,AR32-4-5-2/BURDAGOL (A),,
,,PR36901,,PSB Rc28/MATATAG 3,,AR32-4-5-2/BURDAGOL (A),,
,,PR36902,,AR32-4-5-2/MAGNOLIA,,MATATAG 7,,
,,PR36903,,HJXIAN/MATATAG 9,,AR32-4-5-2/MS 3,,
,,PR36904,,VND 95-19/AR32-19-3-4,,MATATAG 9/MAGNOLIA,,
,,PR36905,,MATATAG 9,,BURDAGOL (A),,
,,PR36906,,AR32-9-3-3,,BURDAGOL (A),,
,,PR36907,,AR32-9-3-4,,BURDAGOL (A),,
,,PR36908,,ANGELICA,,MILAGROSA SEL.,,
,,PR36909,,IR72046-B-R-3-2-2-1-2,,STA MARIA,,
,,PR36910,,IR72046-B-R-3-2-2-1-2,,IR68144,,
,,PR36911,,IR72046-B-R-3-2-2-1-2,,IR73571-3B-3-1,,
,,PR36912,,MAGNOLIA,,PR34058,,
,,PR36913,,MILAGROSA SEL.,,BURDAGOL (A),,
,,PR36914,,MILAGROSA SEL.,,JASMINE,,
,,PR36915,,JAPAYUKI,,IR68144,,
,,PR36916,,PR25645-2-1-2,,AR32-19-3-3,,
SP 05DS,,PR36917,,PR25645-2-1-2,,IR76994-21-2-1-1,,
,,PR36918,,IR67406 (A),,GLUTINOUS H,,
,,PR36919,,MS 5,,AR32-19-3-3,,
,,PR36920,,MS 12,,AR32-19-3-3,,
,,PR36921,,BURDAGOL (A),,DINORADO,,
,,PR36922,,PR25218-9-3-3-4-6,,PSB Rc2,,
,,PR36923,,PR25959-3-3-4-4-1G,,PR27423-423-(MS 6),,
,,PR36924,,IR72659-7-54-1-1-1 (A),,PSB Rc2,,
,,PR36925,,IR72,,IR72868-19-2-3-2,,
,,PR36926,,C6537-60-1-G,,AR32-19-3-3,,
,,PR36927,,PR27927-13-1-1-1-2-1 G,,STA MARIA,,
,,PR36928,,PR27927-13-1-1-1-2-1 G,,IR73571-3B-3-1,,
,,PR36929,,PR27927-13-1-1-1-2-1 G,,IR75399-2B-4-2-1,,
,,PR36930,,PR25218-9-3-5-1-2-1,,ANGELICA,,
,,PR36931,,PR25218-9-3-5-1-2-1,,MATATAG 9,,
,,PR36932,,PR25218-9-3-5-1-2-1,,WAG WAG (IMPROVED),,
,,PR36933,,PR25545-2-1-2-1,,ANGELICA,,
,,PR36934,,PR25545-2-1-2-1,,PR29768-13-1-1-1 (A),,
,,PR36935,,PR25545-2-1-2-1,,JASMINE,,
,,PR36936,,IR68552-100-1-3-2,,AR32-19-3-3,,
,,PR36937,,IR68552-84-3-1-2-1,,AR32-19-3-4,,
,,PR36938,,IR76140-AC5,,AR32-19-3-4,,
,,PR36939,,IR75862-221-2-1-B-B-N,,AR32-19-3-4,,
,,PR36940,,IR76530-1-2-2-1-3,,AR32-19-3-3,,
,,PR36941,,PR28478-B-2-2-1-1-G,,PSB Rc2,,
,,PR36942,,PR28478-B-2-2-1-1-G,,IR74052-165-3-2,,
,,PR36943,,CHIANUNG SI PI 661020,,AR32-19-3-3,,
,,PR36944,,TGMS/AR32-19-3-3,,DIR 32,,
,,PR36945,,ANGELICA,,BALLATINAW,,
,,PR36946,,IR72046-B-R-3-2-2-1-2,,BALLATINAW,,
,,PR36947,,PR25545-2-1-2-1,,BALLATINAW,,
,,PR36948,,RED RICE,,IR72868-19-2-3-2,,
,,PR36949,,IR67299-44-3-2-2/IR73885-1-4-3-2-1-4,,AR32-19-3-3,,
,,PR36950,,DL315-PRI/AR32-19-3-3,,IR69132-17-2-2-2,,
,,PR36951,,DL 315-PRI/AR32-19-3-3,,IR71606-2-1-1-1-3-3-1-2,,
,,PR36952,,DL 315-PRI/AR32-19-3-3,,PR32113-8-1-2,,
,,PR36953,,UNKNOWN,,,,
,,PR36954,,PR3241-4-4-2-3/IR73885-1-4-3-2-1-4//PR31349-76-3,,IR69132-17-2-2-2,,
HB 05WS,,PR36955,,PR3241-4-4-2-3/IR73885-1-4-3-2-1-4//PR31349-76-3,,IR71606-2-1-1-1-3-3-1-2,,
SP 05DS,,PR36956,,PR3241-4-4-2-3/IR73885-1-4-3-2-1-4//PR31349-76-3,,PR32369-4-5-3-2,,
,,PR36957,,PR3241-4-4-2-3/IR73885-1-4-3-2-1-4//PR31349-76-3,,AR32-19-3-3,,
,,PR36958,,PR3241-4-4-2-3/IR73885-1-4-3-2-1-4//PR31349-76-3,,IR67964-46-1-3-2,,
,,PR36959,,PR3241-4-4-2-3/IR73885-1-4-3-2-1-4//PR31349-76-3,,IR69132-17-2-2-2,,
DWSR 05DS,,PR36960,,IR73885-1-4-3-2-1-4,,PR31090-33-2-1,,
,,PR36961,,IR73885-1-4-3-2-1-4,,PR32220-16-1-B-1-2,,
,,PR36962,,IR73885-1-4-3-2-1-4,,PR32750-2-9-2,,
,,PR36963,,IR73888-1-2-7,,IR67964-46-1-3-2,,
,,PR36964,,IR73888-1-2-7,,IR69132-17-2-2-2,,
,,PR36965,,IR73888-1-2-7,,IR71606-2-1-1-1-3-3-1-2,,
,,PR36966,,IR73888-1-2-7,,PR32113-8-1-2,,
